cell,weekday,hour,count,n_days,expected_per_occurrence
"12.935,77.518",Sunday,10,16,22,0.7272727272727273
"12.935,77.518",Sunday,12,6,22,0.2727272727272727
"12.935,77.518",Thursday,5,1,21,0.047619047619047616
"12.935,77.518",Thursday,11,19,21,0.9047619047619048
"12.935,77.518",Tuesday,3,2,21,0.09523809523809523
"12.935,77.518",Tuesday,6,5,21,0.23809523809523808
"12.935,77.518",Tuesday,8,3,21,0.14285714285714285
"12.935,77.518",Tuesday,11,3,21,0.14285714285714285
"12.935,77.518",Wednesday,1,5,21,0.23809523809523808
"12.935,77.518",Wednesday,14,7,21,0.3333333333333333
"12.935,77.536",Friday,2,20,22,0.9090909090909091
"12.935,77.536",Friday,4,1,22,0.045454545454545456
"12.935,77.536",Friday,7,6,22,0.2727272727272727
"12.935,77.536",Saturday,4,4,22,0.18181818181818182
"12.935,77.536",Sunday,2,1,22,0.045454545454545456
"12.935,77.536",Sunday,4,4,22,0.18181818181818182
"12.935,77.536",Sunday,7,1,22,0.045454545454545456
"12.935,77.536",Thursday,2,16,21,0.7619047619047619
"12.935,77.536",Thursday,3,16,21,0.7619047619047619
"12.935,77.536",Tuesday,2,9,21,0.42857142857142855
"12.935,77.536",Tuesday,3,11,21,0.5238095238095238
"12.935,77.536",Tuesday,4,10,21,0.47619047619047616
"12.935,77.536",Tuesday,11,5,21,0.23809523809523808
"12.935,77.536",Wednesday,2,13,21,0.6190476190476191
"12.935,77.536",Wednesday,3,2,21,0.09523809523809523
"12.935,77.536",Wednesday,4,3,21,0.14285714285714285
"12.935,77.536",Wednesday,5,1,21,0.047619047619047616
"12.935,77.537",Friday,2,19,22,0.8636363636363636
"12.935,77.537",Friday,4,6,22,0.2727272727272727
"12.935,77.537",Friday,7,3,22,0.13636363636363635
"12.935,77.537",Saturday,4,8,22,0.36363636363636365
"12.935,77.537",Sunday,2,1,22,0.045454545454545456
"12.935,77.537",Sunday,4,6,22,0.2727272727272727
"12.935,77.537",Thursday,2,5,21,0.23809523809523808
"12.935,77.537",Thursday,3,21,21,1.0
"12.935,77.537",Tuesday,2,7,21,0.3333333333333333
"12.935,77.537",Tuesday,3,6,21,0.2857142857142857
"12.935,77.537",Tuesday,4,1,21,0.047619047619047616
"12.935,77.537",Tuesday,11,2,21,0.09523809523809523
"12.935,77.537",Wednesday,2,8,21,0.38095238095238093
"12.935,77.537",Wednesday,3,9,21,0.42857142857142855
"12.935,77.537",Wednesday,4,7,21,0.3333333333333333
"12.935,77.537",Wednesday,11,1,21,0.047619047619047616
"12.935,77.538",Thursday,2,1,21,0.047619047619047616
"12.935,77.538",Thursday,3,1,21,0.047619047619047616
"12.935,77.56",Sunday,7,1,22,0.045454545454545456
"12.935,77.581",Thursday,9,2,21,0.09523809523809523
"12.935,77.593",Sunday,15,1,22,0.045454545454545456
"12.935,77.605",Friday,7,3,22,0.13636363636363635
"12.935,77.605",Thursday,3,4,21,0.19047619047619047
"12.935,77.606",Friday,7,4,22,0.18181818181818182
"12.935,77.608",Friday,2,6,22,0.2727272727272727
"12.935,77.608",Friday,3,1,22,0.045454545454545456
"12.935,77.608",Thursday,13,2,21,0.09523809523809523
"12.935,77.608",Wednesday,2,5,21,0.23809523809523808
"12.935,77.608",Wednesday,3,2,21,0.09523809523809523
"12.935,77.609",Saturday,2,1,22,0.045454545454545456
"12.935,77.609",Sunday,3,1,22,0.045454545454545456
"12.935,77.609",Thursday,2,7,21,0.3333333333333333
"12.935,77.609",Thursday,6,4,21,0.19047619047619047
"12.935,77.609",Tuesday,10,1,21,0.047619047619047616
"12.935,77.609",Wednesday,2,2,21,0.09523809523809523
"12.935,77.609",Wednesday,7,3,21,0.14285714285714285
"12.935,77.61",Monday,0,1,22,0.045454545454545456
"12.935,77.61",Saturday,11,1,22,0.045454545454545456
"12.935,77.61",Thursday,11,2,21,0.09523809523809523
"12.935,77.61",Tuesday,11,1,21,0.047619047619047616
"12.935,77.61",Wednesday,10,1,21,0.047619047619047616
"12.935,77.612",Monday,7,2,22,0.09090909090909091
"12.935,77.612",Monday,8,3,22,0.13636363636363635
"12.935,77.612",Monday,11,1,22,0.045454545454545456
"12.935,77.612",Saturday,10,1,22,0.045454545454545456
"12.935,77.612",Saturday,14,1,22,0.045454545454545456
"12.935,77.612",Sunday,10,6,22,0.2727272727272727
"12.935,77.612",Sunday,11,5,22,0.22727272727272727
"12.935,77.612",Sunday,12,13,22,0.5909090909090909
"12.935,77.612",Sunday,13,1,22,0.045454545454545456
"12.935,77.612",Thursday,11,1,21,0.047619047619047616
"12.935,77.613",Monday,10,2,22,0.09090909090909091
"12.935,77.613",Monday,11,2,22,0.09090909090909091
"12.935,77.613",Saturday,10,1,22,0.045454545454545456
"12.935,77.613",Saturday,12,7,22,0.3181818181818182
"12.935,77.613",Saturday,14,1,22,0.045454545454545456
"12.935,77.613",Sunday,6,1,22,0.045454545454545456
"12.935,77.613",Sunday,11,4,22,0.18181818181818182
"12.935,77.613",Thursday,10,4,21,0.19047619047619047
"12.935,77.613",Tuesday,7,1,21,0.047619047619047616
"12.935,77.613",Tuesday,10,2,21,0.09523809523809523
"12.935,77.613",Wednesday,10,2,21,0.09523809523809523
"12.935,77.613",Wednesday,13,3,21,0.14285714285714285
"12.935,77.614",Friday,5,1,22,0.045454545454545456
"12.935,77.614",Friday,11,2,22,0.09090909090909091
"12.935,77.614",Friday,12,7,22,0.3181818181818182
"12.935,77.614",Monday,10,1,22,0.045454545454545456
"12.935,77.614",Monday,11,4,22,0.18181818181818182
"12.935,77.614",Monday,12,3,22,0.13636363636363635
"12.935,77.614",Saturday,8,3,22,0.13636363636363635
"12.935,77.614",Saturday,9,5,22,0.22727272727272727
"12.935,77.614",Saturday,11,2,22,0.09090909090909091
"12.935,77.614",Saturday,12,1,22,0.045454545454545456
"12.935,77.614",Saturday,13,3,22,0.13636363636363635
"12.935,77.614",Sunday,10,1,22,0.045454545454545456
"12.935,77.614",Sunday,11,7,22,0.3181818181818182
"12.935,77.614",Sunday,14,9,22,0.4090909090909091
"12.935,77.614",Thursday,10,1,21,0.047619047619047616
"12.935,77.614",Thursday,12,2,21,0.09523809523809523
"12.935,77.614",Tuesday,4,7,21,0.3333333333333333
"12.935,77.614",Wednesday,8,1,21,0.047619047619047616
"12.935,77.614",Wednesday,12,6,21,0.2857142857142857
"12.935,77.614",Wednesday,13,1,21,0.047619047619047616
"12.935,77.615",Friday,11,1,22,0.045454545454545456
"12.935,77.615",Monday,12,1,22,0.045454545454545456
"12.935,77.615",Saturday,12,1,22,0.045454545454545456
"12.935,77.615",Thursday,10,1,21,0.047619047619047616
"12.935,77.615",Thursday,13,1,21,0.047619047619047616
"12.935,77.615",Tuesday,11,1,21,0.047619047619047616
"12.935,77.615",Tuesday,13,1,21,0.047619047619047616
"12.935,77.615",Wednesday,10,4,21,0.19047619047619047
"12.935,77.615",Wednesday,11,1,21,0.047619047619047616
"12.935,77.616",Friday,5,12,22,0.5454545454545454
"12.935,77.616",Monday,8,11,22,0.5
"12.935,77.616",Monday,9,4,22,0.18181818181818182
"12.935,77.616",Monday,11,8,22,0.36363636363636365
"12.935,77.616",Monday,14,2,22,0.09090909090909091
"12.935,77.616",Saturday,5,1,22,0.045454545454545456
"12.935,77.616",Saturday,11,2,22,0.09090909090909091
"12.935,77.616",Saturday,12,12,22,0.5454545454545454
"12.935,77.616",Saturday,14,1,22,0.045454545454545456
"12.935,77.616",Saturday,15,2,22,0.09090909090909091
"12.935,77.616",Sunday,1,2,22,0.09090909090909091
"12.935,77.616",Sunday,5,1,22,0.045454545454545456
"12.935,77.616",Sunday,7,1,22,0.045454545454545456
"12.935,77.616",Sunday,11,1,22,0.045454545454545456
"12.935,77.616",Sunday,12,1,22,0.045454545454545456
"12.935,77.616",Sunday,13,3,22,0.13636363636363635
"12.935,77.616",Sunday,14,1,22,0.045454545454545456
"12.935,77.616",Sunday,15,2,22,0.09090909090909091
"12.935,77.616",Sunday,16,4,22,0.18181818181818182
"12.935,77.616",Sunday,17,10,22,0.45454545454545453
"12.935,77.616",Sunday,18,2,22,0.09090909090909091
"12.935,77.616",Thursday,5,7,21,0.3333333333333333
"12.935,77.616",Thursday,8,14,21,0.6666666666666666
"12.935,77.616",Tuesday,12,12,21,0.5714285714285714
"12.935,77.616",Tuesday,13,3,21,0.14285714285714285
"12.935,77.616",Wednesday,1,1,21,0.047619047619047616
"12.935,77.616",Wednesday,3,1,21,0.047619047619047616
"12.935,77.616",Wednesday,9,9,21,0.42857142857142855
"12.935,77.616",Wednesday,10,12,21,0.5714285714285714
"12.935,77.616",Wednesday,15,11,21,0.5238095238095238
"12.935,77.617",Saturday,7,1,22,0.045454545454545456
"12.935,77.617",Wednesday,9,7,21,0.3333333333333333
"12.935,77.622",Friday,7,1,22,0.045454545454545456
"12.935,77.622",Saturday,11,1,22,0.045454545454545456
"12.935,77.622",Wednesday,11,1,21,0.047619047619047616
"12.935,77.623",Friday,11,1,22,0.045454545454545456
"12.935,77.623",Monday,5,2,22,0.09090909090909091
"12.935,77.623",Monday,6,3,22,0.13636363636363635
"12.935,77.623",Monday,8,1,22,0.045454545454545456
"12.935,77.623",Monday,10,1,22,0.045454545454545456
"12.935,77.623",Monday,11,1,22,0.045454545454545456
"12.935,77.623",Sunday,3,1,22,0.045454545454545456
"12.935,77.623",Sunday,6,1,22,0.045454545454545456
"12.935,77.623",Sunday,8,1,22,0.045454545454545456
"12.935,77.623",Sunday,11,3,22,0.13636363636363635
"12.935,77.624",Monday,9,1,22,0.045454545454545456
"12.935,77.624",Monday,10,2,22,0.09090909090909091
"12.935,77.624",Saturday,5,1,22,0.045454545454545456
"12.935,77.624",Saturday,8,1,22,0.045454545454545456
"12.935,77.624",Sunday,3,1,22,0.045454545454545456
"12.935,77.624",Sunday,5,1,22,0.045454545454545456
"12.935,77.624",Wednesday,11,1,21,0.047619047619047616
"12.935,77.624",Wednesday,13,1,21,0.047619047619047616
"12.935,77.625",Thursday,13,1,21,0.047619047619047616
"12.935,77.629",Friday,10,1,22,0.045454545454545456
"12.935,77.629",Saturday,7,1,22,0.045454545454545456
"12.935,77.629",Sunday,12,2,22,0.09090909090909091
"12.935,77.629",Tuesday,6,2,21,0.09523809523809523
"12.935,77.629",Tuesday,10,1,21,0.047619047619047616
"12.935,77.629",Wednesday,5,1,21,0.047619047619047616
"12.935,77.63",Saturday,2,1,22,0.045454545454545456
"12.935,77.63",Wednesday,1,1,21,0.047619047619047616
"12.935,77.63",Wednesday,2,1,21,0.047619047619047616
"12.935,77.63",Wednesday,3,2,21,0.09523809523809523
"12.935,77.689",Friday,5,3,22,0.13636363636363635
"12.935,77.689",Saturday,4,4,22,0.18181818181818182
"12.935,77.689",Saturday,10,1,22,0.045454545454545456
"12.935,77.689",Tuesday,10,3,21,0.14285714285714285
"12.935,77.689",Wednesday,7,1,21,0.047619047619047616
"12.935,77.69",Friday,2,14,22,0.6363636363636364
"12.935,77.69",Friday,3,19,22,0.8636363636363636
"12.935,77.69",Friday,4,12,22,0.5454545454545454
"12.935,77.69",Friday,5,3,22,0.13636363636363635
"12.935,77.69",Friday,7,1,22,0.045454545454545456
"12.935,77.69",Friday,8,4,22,0.18181818181818182
"12.935,77.69",Friday,9,3,22,0.13636363636363635
"12.935,77.69",Friday,11,1,22,0.045454545454545456
"12.935,77.69",Saturday,3,21,22,0.9545454545454546
"12.935,77.69",Saturday,4,6,22,0.2727272727272727
"12.935,77.69",Saturday,6,2,22,0.09090909090909091
"12.935,77.69",Saturday,10,16,22,0.7272727272727273
"12.935,77.69",Saturday,11,6,22,0.2727272727272727
"12.935,77.69",Thursday,2,1,21,0.047619047619047616
"12.935,77.69",Thursday,3,2,21,0.09523809523809523
"12.935,77.69",Thursday,4,7,21,0.3333333333333333
"12.935,77.69",Thursday,5,39,21,1.8571428571428572
"12.935,77.69",Thursday,6,2,21,0.09523809523809523
"12.935,77.69",Thursday,8,1,21,0.047619047619047616
"12.935,77.69",Thursday,9,5,21,0.23809523809523808
"12.935,77.69",Thursday,10,2,21,0.09523809523809523
"12.935,77.69",Thursday,11,8,21,0.38095238095238093
"12.935,77.69",Thursday,13,1,21,0.047619047619047616
"12.935,77.69",Tuesday,1,1,21,0.047619047619047616
"12.935,77.69",Tuesday,2,9,21,0.42857142857142855
"12.935,77.69",Tuesday,3,46,21,2.1904761904761907
"12.935,77.69",Tuesday,4,13,21,0.6190476190476191
"12.935,77.69",Tuesday,5,13,21,0.6190476190476191
"12.935,77.69",Tuesday,6,2,21,0.09523809523809523
"12.935,77.69",Tuesday,8,11,21,0.5238095238095238
"12.935,77.69",Tuesday,9,2,21,0.09523809523809523
"12.935,77.69",Tuesday,10,5,21,0.23809523809523808
"12.935,77.69",Tuesday,11,4,21,0.19047619047619047
"12.935,77.69",Wednesday,1,1,21,0.047619047619047616
"12.935,77.69",Wednesday,4,34,21,1.619047619047619
"12.935,77.69",Wednesday,5,20,21,0.9523809523809523
"12.935,77.69",Wednesday,6,8,21,0.38095238095238093
"12.935,77.69",Wednesday,8,6,21,0.2857142857142857
"12.935,77.69",Wednesday,9,25,21,1.1904761904761905
"12.935,77.69",Wednesday,11,3,21,0.14285714285714285
"12.935,77.69",Wednesday,13,4,21,0.19047619047619047
"12.935,77.691",Friday,1,1,22,0.045454545454545456
"12.935,77.691",Friday,2,4,22,0.18181818181818182
"12.935,77.691",Friday,3,3,22,0.13636363636363635
"12.935,77.691",Friday,4,3,22,0.13636363636363635
"12.935,77.691",Friday,7,1,22,0.045454545454545456
"12.935,77.691",Friday,9,3,22,0.13636363636363635
"12.935,77.691",Friday,10,2,22,0.09090909090909091
"12.935,77.691",Friday,11,2,22,0.09090909090909091
"12.935,77.691",Friday,13,1,22,0.045454545454545456
"12.935,77.691",Saturday,3,12,22,0.5454545454545454
"12.935,77.691",Saturday,4,1,22,0.045454545454545456
"12.935,77.691",Saturday,5,2,22,0.09090909090909091
"12.935,77.691",Saturday,8,1,22,0.045454545454545456
"12.935,77.691",Saturday,12,1,22,0.045454545454545456
"12.935,77.691",Sunday,11,2,22,0.09090909090909091
"12.935,77.691",Thursday,1,1,21,0.047619047619047616
"12.935,77.691",Thursday,3,2,21,0.09523809523809523
"12.935,77.691",Thursday,4,5,21,0.23809523809523808
"12.935,77.691",Thursday,5,6,21,0.2857142857142857
"12.935,77.691",Thursday,6,2,21,0.09523809523809523
"12.935,77.691",Thursday,8,2,21,0.09523809523809523
"12.935,77.691",Thursday,9,7,21,0.3333333333333333
"12.935,77.691",Thursday,11,2,21,0.09523809523809523
"12.935,77.691",Tuesday,1,4,21,0.19047619047619047
"12.935,77.691",Tuesday,2,10,21,0.47619047619047616
"12.935,77.691",Tuesday,3,26,21,1.2380952380952381
"12.935,77.691",Tuesday,4,8,21,0.38095238095238093
"12.935,77.691",Tuesday,5,2,21,0.09523809523809523
"12.935,77.691",Tuesday,6,1,21,0.047619047619047616
"12.935,77.691",Tuesday,7,3,21,0.14285714285714285
"12.935,77.691",Tuesday,8,6,21,0.2857142857142857
"12.935,77.691",Tuesday,9,1,21,0.047619047619047616
"12.935,77.691",Tuesday,10,2,21,0.09523809523809523
"12.935,77.691",Tuesday,11,5,21,0.23809523809523808
"12.935,77.691",Wednesday,2,1,21,0.047619047619047616
"12.935,77.691",Wednesday,3,3,21,0.14285714285714285
"12.935,77.691",Wednesday,4,1,21,0.047619047619047616
"12.935,77.691",Wednesday,5,4,21,0.19047619047619047
"12.935,77.691",Wednesday,6,6,21,0.2857142857142857
"12.935,77.691",Wednesday,7,5,21,0.23809523809523808
"12.935,77.691",Wednesday,8,2,21,0.09523809523809523
"12.935,77.691",Wednesday,9,3,21,0.14285714285714285
"12.935,77.691",Wednesday,10,5,21,0.23809523809523808
"12.935,77.691",Wednesday,11,2,21,0.09523809523809523
"12.935,77.692",Friday,4,1,22,0.045454545454545456
"12.935,77.692",Friday,5,2,22,0.09090909090909091
"12.935,77.692",Saturday,3,1,22,0.045454545454545456
"12.935,77.692",Saturday,5,1,22,0.045454545454545456
"12.935,77.692",Thursday,4,3,21,0.14285714285714285
"12.935,77.692",Thursday,5,1,21,0.047619047619047616
"12.935,77.692",Thursday,8,3,21,0.14285714285714285
"12.935,77.692",Tuesday,6,1,21,0.047619047619047616
"12.935,77.692",Wednesday,1,2,21,0.09523809523809523
"12.935,77.692",Wednesday,3,1,21,0.047619047619047616
"12.935,77.692",Wednesday,6,1,21,0.047619047619047616
"12.935,77.693",Saturday,4,3,22,0.13636363636363635
"12.935,77.693",Wednesday,3,5,21,0.23809523809523808
"12.935,77.697",Saturday,6,6,22,0.2727272727272727
"12.935,77.697",Thursday,10,1,21,0.047619047619047616
"12.935,77.697",Tuesday,3,1,21,0.047619047619047616
"12.935,77.697",Wednesday,2,2,21,0.09523809523809523
"12.935,77.744",Sunday,8,1,22,0.045454545454545456
"12.936,77.492",Friday,5,1,22,0.045454545454545456
"12.936,77.492",Friday,11,1,22,0.045454545454545456
"12.936,77.492",Monday,11,1,22,0.045454545454545456
"12.936,77.492",Sunday,12,1,22,0.045454545454545456
"12.936,77.512",Friday,10,2,22,0.09090909090909091
"12.936,77.513",Friday,10,1,22,0.045454545454545456
"12.936,77.513",Saturday,5,1,22,0.045454545454545456
"12.936,77.513",Sunday,3,1,22,0.045454545454545456
"12.936,77.513",Thursday,10,2,21,0.09523809523809523
"12.936,77.513",Thursday,12,1,21,0.047619047619047616
"12.936,77.513",Tuesday,7,1,21,0.047619047619047616
"12.936,77.513",Tuesday,11,1,21,0.047619047619047616
"12.936,77.513",Wednesday,5,1,21,0.047619047619047616
"12.936,77.513",Wednesday,10,3,21,0.14285714285714285
"12.936,77.513",Wednesday,14,1,21,0.047619047619047616
"12.936,77.514",Monday,8,1,22,0.045454545454545456
"12.936,77.514",Saturday,7,1,22,0.045454545454545456
"12.936,77.515",Wednesday,4,1,21,0.047619047619047616
"12.936,77.516",Friday,11,4,22,0.18181818181818182
"12.936,77.516",Monday,10,2,22,0.09090909090909091
"12.936,77.516",Thursday,5,3,21,0.14285714285714285
"12.936,77.516",Thursday,11,2,21,0.09523809523809523
"12.936,77.517",Saturday,8,2,22,0.09090909090909091
"12.936,77.517",Sunday,4,1,22,0.045454545454545456
"12.936,77.517",Sunday,7,1,22,0.045454545454545456
"12.936,77.517",Sunday,10,1,22,0.045454545454545456
"12.936,77.517",Sunday,12,5,22,0.22727272727272727
"12.936,77.517",Sunday,14,1,22,0.045454545454545456
"12.936,77.517",Thursday,1,2,21,0.09523809523809523
"12.936,77.517",Thursday,5,3,21,0.14285714285714285
"12.936,77.517",Thursday,10,1,21,0.047619047619047616
"12.936,77.517",Wednesday,5,2,21,0.09523809523809523
"12.936,77.518",Friday,0,1,22,0.045454545454545456
"12.936,77.518",Friday,1,1,22,0.045454545454545456
"12.936,77.518",Friday,3,1,22,0.045454545454545456
"12.936,77.518",Friday,4,2,22,0.09090909090909091
"12.936,77.518",Friday,9,2,22,0.09090909090909091
"12.936,77.518",Friday,10,18,22,0.8181818181818182
"12.936,77.518",Friday,11,4,22,0.18181818181818182
"12.936,77.518",Friday,12,4,22,0.18181818181818182
"12.936,77.518",Monday,5,3,22,0.13636363636363635
"12.936,77.518",Monday,10,1,22,0.045454545454545456
"12.936,77.518",Monday,11,5,22,0.22727272727272727
"12.936,77.518",Monday,12,3,22,0.13636363636363635
"12.936,77.518",Monday,13,5,22,0.22727272727272727
"12.936,77.518",Saturday,8,4,22,0.18181818181818182
"12.936,77.518",Saturday,9,5,22,0.22727272727272727
"12.936,77.518",Saturday,10,6,22,0.2727272727272727
"12.936,77.518",Saturday,11,3,22,0.13636363636363635
"12.936,77.518",Saturday,12,6,22,0.2727272727272727
"12.936,77.518",Saturday,14,1,22,0.045454545454545456
"12.936,77.518",Sunday,2,1,22,0.045454545454545456
"12.936,77.518",Sunday,6,4,22,0.18181818181818182
"12.936,77.518",Sunday,8,1,22,0.045454545454545456
"12.936,77.518",Sunday,9,6,22,0.2727272727272727
"12.936,77.518",Sunday,10,10,22,0.45454545454545453
"12.936,77.518",Sunday,11,8,22,0.36363636363636365
"12.936,77.518",Sunday,12,12,22,0.5454545454545454
"12.936,77.518",Sunday,13,9,22,0.4090909090909091
"12.936,77.518",Sunday,14,1,22,0.045454545454545456
"12.936,77.518",Thursday,5,2,21,0.09523809523809523
"12.936,77.518",Thursday,10,3,21,0.14285714285714285
"12.936,77.518",Thursday,11,1,21,0.047619047619047616
"12.936,77.518",Thursday,12,3,21,0.14285714285714285
"12.936,77.518",Thursday,14,3,21,0.14285714285714285
"12.936,77.518",Tuesday,3,3,21,0.14285714285714285
"12.936,77.518",Tuesday,6,3,21,0.14285714285714285
"12.936,77.518",Tuesday,7,19,21,0.9047619047619048
"12.936,77.518",Tuesday,8,3,21,0.14285714285714285
"12.936,77.518",Tuesday,11,1,21,0.047619047619047616
"12.936,77.518",Tuesday,12,1,21,0.047619047619047616
"12.936,77.518",Wednesday,1,1,21,0.047619047619047616
"12.936,77.518",Wednesday,4,3,21,0.14285714285714285
"12.936,77.518",Wednesday,5,2,21,0.09523809523809523
"12.936,77.518",Wednesday,7,18,21,0.8571428571428571
"12.936,77.518",Wednesday,10,1,21,0.047619047619047616
"12.936,77.518",Wednesday,11,6,21,0.2857142857142857
"12.936,77.518",Wednesday,13,6,21,0.2857142857142857
"12.936,77.518",Wednesday,14,1,21,0.047619047619047616
"12.936,77.519",Saturday,10,4,22,0.18181818181818182
"12.936,77.519",Saturday,11,1,22,0.045454545454545456
"12.936,77.519",Thursday,11,1,21,0.047619047619047616
"12.936,77.52",Friday,7,1,22,0.045454545454545456
"12.936,77.52",Monday,6,1,22,0.045454545454545456
"12.936,77.52",Saturday,12,1,22,0.045454545454545456
"12.936,77.52",Wednesday,5,1,21,0.047619047619047616
"12.936,77.532",Saturday,12,1,22,0.045454545454545456
"12.936,77.532",Wednesday,9,1,21,0.047619047619047616
"12.936,77.533",Friday,4,1,22,0.045454545454545456
"12.936,77.536",Friday,5,1,22,0.045454545454545456
"12.936,77.536",Friday,9,1,22,0.045454545454545456
"12.936,77.536",Monday,6,2,22,0.09090909090909091
"12.936,77.536",Thursday,9,1,21,0.047619047619047616
"12.936,77.536",Wednesday,2,1,21,0.047619047619047616
"12.936,77.561",Tuesday,4,3,21,0.14285714285714285
"12.936,77.562",Thursday,11,1,21,0.047619047619047616
"12.936,77.562",Tuesday,4,1,21,0.047619047619047616
"12.936,77.581",Saturday,5,1,22,0.045454545454545456
"12.936,77.581",Saturday,11,1,22,0.045454545454545456
